Header,seconds,nanoseconds,Orientation.x,Orientation.y,Orientation.z,Orientation.w,Linear.x,Linear.y,Linear.z,Angular.x,Angular.y,Angular.z,Magnetic.x,Magnetic.y,Magnetic.z,Roll,Pitch,Yaw
2752,58276,713441276,0.00156246551841241,0.0175980815262076,-0.989749572870128,0.141716792341274,-0.598,-0.797,-9.719,-0.037473,0.01662,-0.329465,-0.00002397,-0.00000124,0.00002509,-1.971,0.463,-163.711
2753,58276,738316276,0.00172722977440313,0.0178859396938771,-0.990327511455576,0.137580993937312,-0.561,-1.128,-9.817,-0.018149,0.049043,-0.340081,-0.00002403,-0.00000052,0.00002508,-2.003,0.478,-164.19
2754,58276,763239276,0.00186296648828946,0.0180186749623945,-0.990895751558792,0.133407144678239,-0.351,-1.385,-9.651,-0.003903,0.019341,-0.336862,-0.00002404,-0.00000167,0.00002565,-2.018,0.487,-164.673
2755,58276,788321276,0.00200504715881664,0.0180455951556019,-0.991450582794202,0.129213304881534,-0.325,-0.975,-9.678,-0.004329,0.020549,-0.332095,-0.00002404,-0.00000152,0.00002565,-2.021,0.495,-165.158
2756,58276,813389276,0.00225212762774167,0.0180142685684001,-0.991993737921578,0.124975349463281,-0.51,-0.413,-9.298,0.003076,0.043519,-0.340259,-0.00002431,-0.00000131,0.00002507,-2.016,0.514,-165.648
2757,58276,838240276,0.00261122665360232,0.017933018934851,-0.992525457647644,0.120684730801293,-0.309,-0.901,-9.58,0.016226,0.070518,-0.350996,-0.00002431,-0.00000116,0.00002603,-2.004,0.545,-166.144
2758,58276,864222276,0.00292016160115837,0.0178255049208929,-0.993042266404634,0.116364862241512,0.068,-1.548,-9.507,0.011736,0.049565,-0.346785,-0.00002425,-0.0000021,0.00002589,-1.99,0.57,-166.643
2759,58276,888229276,0.00316504393190224,0.0177347359780227,-0.993543117465092,0.112015781809727,-0.226,-1.141,-9.47,0.003992,0.010918,-0.347548,-0.00002446,-0.0000021,0.00002532,-1.979,0.588,-167.145
2760,58276,913229276,0.00349246846063348,0.0176946730594999,-0.994031010315896,0.107596708777398,-0.569,-0.68,-9.362,0.006061,0.033806,-0.35709,-0.00002452,-0.00000166,0.00002587,-1.973,0.616,-167.655
2761,58276,938211276,0.00378560924408523,0.0177274251593915,-0.994498892105652,0.103166666906029,-0.375,-1.493,-9.621,0.002006,0.0469,-0.361488,-0.00002481,-0.00000252,0.00002618,-1.976,0.641,-168.166
2762,58276,967535276,0.00396199010760879,0.0178778323801177,-0.99494542858912,0.098733377706773,-0.162,-1.912,-9.326,-0.015675,-0.001197,-0.35421,-0.00002474,-0.00000238,0.00002578,-1.994,0.654,-168.677
2763,58276,988334276,0.00415057455655032,0.018098147079286,-0.995370770544951,0.0942987749013587,-0.335,-1.031,-9.752,-0.015267,0.021844,-0.356575,-0.00002459,-0.00000202,0.00002523,-2.02,0.669,-169.188
2764,58277,13319277,0.00438349442172422,0.0182419354555419,-0.9957797974647,0.0898365834649347,-0.492,-1.015,-9.704,-0.002011,0.052685,-0.362385,-0.00002488,-0.00000267,0.00002594,-2.037,0.688,-169.702
2765,58277,43117277,0.00456693381572371,0.0182657005720724,-0.996172802730026,0.0853537017307339,-0.28,-1.365,-9.876,0.005968,0.042766,-0.362709,-0.0000248,-0.00000209,0.0000257,-2.041,0.7,-170.218
2766,58277,65848277,0.0046464028731043,0.0181745937303761,-0.996549793517231,0.0808492679239591,-0.26,-1.324,-9.564,0.000602,-0.007984,-0.355646,-0.00002488,-0.0000026,0.00002506,-2.033,0.699,-170.736
2767,58277,91530277,0.00477930354765063,0.0180695629477361,-0.99690900144087,0.0763091868561406,-0.425,-0.945,-9.883,0.002027,0.011538,-0.359976,-0.00002509,-0.00000274,0.00002505,-2.023,0.704,-171.258
2768,58277,113783277,0.00491738835886162,0.0180162398944732,-0.997250892142992,0.0717069906759379,-0.547,-0.834,-9.836,0.003474,0.043784,-0.373933,-0.00002495,-0.00000274,0.00002554,-2.019,0.71,-171.787
2769,58277,138649277,0.00504189284560329,0.0180395730207452,-0.997573111233067,0.0670599796193062,-0.201,-1.34,-9.922,0.00088,0.036832,-0.377123,-0.00002495,-0.00000338,0.00002602,-2.024,0.715,-172.321
2770,58277,163328277,0.00502294450115501,0.0181145844383239,-0.99787140815802,0.0624442522566808,0.012,-1.511,-9.759,-0.011267,-0.009572,-0.366166,-0.00002466,-0.00000316,0.00002629,-2.036,0.704,-172.851
2771,58277,188278277,0.00496260273329649,0.018161552743716,-0.998148608069236,0.0578349962003602,-0.407,-1.053,-9.772,-0.006936,-0.010639,-0.364419,-0.0000248,-0.00000323,0.00002604,-2.045,0.688,-173.38
2772,58277,213221277,0.00497497744557665,0.0181609739651025,-0.998404038576686,0.0532428810059969,-0.458,-1.015,-9.52,0.003844,0.013838,-0.37023,-0.0000248,-0.00000323,0.00002693,-2.048,0.68,-173.907
2773,58277,238271277,0.00493506344076152,0.0181409574886375,-0.998636456121441,0.0487009169876712,-0.361,-1.369,-9.737,0.006857,0.002337,-0.368098,-0.00002487,-0.00000388,0.00002629,-2.049,0.666,-174.428
2774,58277,263254277,0.00485755564074007,0.0181553078788714,-0.998845089339843,0.0442185080108108,-0.102,-1.233,-9.543,-0.002116,-0.011686,-0.356856,-0.00002474,-0.00000425,0.0000263,-2.054,0.648,-174.942
2775,58277,288245277,0.00477209598689887,0.0181529776288195,-0.999033601528701,0.0397436727000995,-0.264,-0.723,-9.585,-0.005107,0.010997,-0.352934,-0.00002473,-0.00000374,0.00002637,-2.057,0.629,-175.455
2776,58277,313262277,0.00477546096616991,0.0181198744379366,-0.999202764027639,0.0352519713270155,-0.206,-0.864,-9.713,0.001079,0.034011,-0.361819,-0.00002467,-0.00000425,0.00002687,-2.056,0.62,-175.97
2777,58277,338232277,0.00484027467274227,0.0180542178200402,-0.999351189639762,0.0307866322548001,0.053,-1.607,-9.579,0.006149,0.02685,-0.356781,-0.00002474,-0.00000476,0.00002695,-2.051,0.618,-176.482
2778,58277,363170277,0.00484223647316399,0.0180304012216308,-0.999478997384,0.0263285238097086,-0.173,-1.339,-9.47,-0.004026,-0.00116,-0.352985,-0.00002473,-0.00000381,0.00002597,-2.051,0.609,-176.993
2779,58277,388200277,0.00495738317540754,0.018035425083367,-0.999586367440478,0.0218458650839047,-0.468,-0.734,-9.255,-0.000144,0.024104,-0.360126,-0.00002494,-0.00000395,0.00002693,-2.054,0.613,-177.507
2780,58277,413242277,0.00514218463154244,0.0180931400193021,-0.999672890642945,0.0173293951145535,-0.295,-1.131,-9.515,0.000602,0.005988,-0.367733,-0.00002474,-0.00000454,0.00002703,-2.063,0.625,-178.025
2781,58277,438236277,0.00532632940150552,0.0182368407964116,-0.999737290208389,0.0128217947129581,-0.113,-1.466,-9.454,-0.014664,0.007974,-0.360343,-0.00002474,-0.00000461,0.00002622,-2.082,0.637,-178.542
2782,58277,463239277,0.00547725388222894,0.0184223934899738,-0.999781015123263,0.00827870201833126,-0.328,-1.108,-9.369,-0.018014,0.011168,-0.364765,-0.00002481,-0.00000417,0.0000267,-2.106,0.645,-179.063
2783,58277,492959277,0.0056749932095855,0.0185805281635174,-0.999804538983696,0.00366636779879504,-0.287,-1.498,-9.853,-0.006432,0.036615,-0.376521,-0.00002488,-0.0000049,0.00002687,-2.127,0.658,-179.592
2784,58277,517304277,-0.00574358658567248,-0.0187286020568553,0.999807648728397,0.00095719502877198,-0.107,-1.815,-9.607,-0.006055,-0.007476,-0.371353,-0.00002488,-0.0000049,0.00002687,-2.147,0.656,179.878
2785,58277,538753277,-0.00582251601164649,-0.0187802078543569,0.999790909423344,0.00561600700527551,-0.435,-0.79,-9.48,-0.000089,0.003712,-0.372319,-0.0000246,-0.00000498,0.00002583,-2.156,0.655,179.344
2786,58277,563744277,-0.00589258292267211,-0.0186480000104171,0.999755308040136,0.010337001871186,-0.207,-0.551,-9.708,0.021879,0.032168,-0.383197,-0.00002482,-0.00000534,0.00002736,-2.144,0.653,178.803
2787,58277,588662277,-0.00588091301347176,-0.0183771661204899,0.999700399566063,0.0150600708817163,0.251,-0.787,-9.505,0.023176,-0.000266,-0.374764,-0.00002488,-0.00000519,0.00002695,-2.116,0.642,178.262
2788,58277,613337277,-0.00579634092293949,-0.0180733635745359,0.999624098359308,0.0197842851866659,-0.131,-0.391,-9.416,0.020347,0.006552,-0.373201,-0.00002461,-0.00000592,0.00002624,-2.084,0.623,177.721
2789,58277,638335277,-0.00572550378444177,-0.0177179069504801,0.999525785911315,0.0245254495998952,-0.198,-0.478,-9.699,0.029971,0.014486,-0.382418,-0.00002468,-0.00000534,0.00002623,-2.046,0.606,177.178
2790,58277,667884277,-0.00565847652130676,-0.0173374070052956,0.999406802212874,0.0292136894696302,0.095,-1.017,-9.691,0.02936,0.014326,-0.369696,-0.00002482,-0.00000527,0.00002622,-2.005,0.59,176.641
2791,58277,691577277,-0.00558653078557568,-0.0169407811684511,0.999267754003238,0.033849023863465,-0.39,-0.599,-9.674,0.030835,0.001027,-0.367665,-0.00002475,-0.00000599,0.00002697,-1.962,0.574,176.11
2792,58277,714854277,-0.00559371021315171,-0.0164285302020822,0.999108884551538,0.0384740251550475,0.071,-1.197,-9.675,0.044304,0.017277,-0.37302,-0.00002475,-0.00000534,0.00002599,-1.906,0.568,175.58
2793,58277,738340277,-0.00554538698941277,-0.0159714404528325,0.998930008694464,0.0430464807234745,-0.265,-1.654,-9.729,0.033455,-0.012108,-0.364604,-0.00002468,-0.00000556,0.00002591,-1.856,0.556,175.056
2794,58277,768065277,-0.00556549720634476,-0.0155728642334304,0.998729195187893,0.0476078335965525,-0.598,-1.045,-9.936,0.037564,0.007202,-0.369404,-0.00002454,-0.00000556,0.00002689,-1.813,0.552,174.533
2795,58277,792408277,-0.00557623544245118,-0.0152271321838071,0.998506196373114,0.0521767749889034,-0.136,-1.283,-9.726,0.02817,-0.007131,-0.365806,-0.00002468,-0.00000585,0.00002632,-1.776,0.547,174.009
2796,58277,816535277,-0.00556198975178283,-0.0149616222152533,0.998262110332345,0.0567271822453847,-0.491,-1.161,-9.716,0.01694,0.000587,-0.364188,-0.00002476,-0.00000643,0.000026,-1.748,0.539,173.487
2797,58277,839927277,-0.00568876721092852,-0.0147399436870707,0.997992717822515,0.0613262355028522,-0.185,-1.275,-10.035,0.019634,0.041119,-0.374157,-0.00002468,-0.00000592,0.00002608,-1.726,0.547,172.959
2798,58277,866833277,-0.00572475089072181,-0.0146282392153481,0.997700932501192,0.0659248900715828,-0.203,-1.37,-9.86,0.008448,0.008091,-0.36818,-0.00002469,-0.00000643,0.00002681,-1.716,0.544,172.431
2799,58277,888333277,-0.00593982206771029,-0.0145823636943114,0.997384306799001,0.0705451467782636,-0.451,-0.888,-9.868,0.002778,0.045931,-0.37167,-0.00002454,-0.00000636,0.00002698,-1.715,0.561,171.9
2800,58277,913310277,-0.0061515167636409,-0.0146049122981207,0.99704331176343,0.0751896924191219,-0.031,-1.205,-9.601,-0.003504,0.030527,-0.374041,-0.00002468,-0.00000629,0.00002592,-1.722,0.577,171.366
2801,58277,938217277,-0.00640347028135444,-0.0146837829097563,0.99667823956332,0.079849037995311,-0.447,-1.382,-9.523,-0.012602,0.037475,-0.373043,-0.00002468,-0.00000621,0.00002681,-1.736,0.597,170.83
2802,58277,963189277,-0.00671657573522259,-0.0147376417846982,0.996286194792892,0.0845665867238285,-0.203,-1.591,-9.47,-0.005575,0.038206,-0.381905,-0.00002448,-0.00000702,0.00002667,-1.748,0.624,170.287
2803,58277,988203277,-0.00694199451342726,-0.0147792245837305,0.995871608047916,0.0892923485912234,-0.136,-1.815,-9.313,-0.003353,0.018505,-0.37803,-0.00002469,-0.00000673,0.00002609,-1.758,0.641,169.743
2804,58278,17863278,-0.00721251348473179,-0.0147268823599248,0.995431539558719,0.0940592825666265,-0.367,-1.113,-9.573,0.004566,0.028554,-0.383397,-0.00002469,-0.00000643,0.00002616,-1.758,0.664,169.194
2805,58278,38890278,-0.00741638066007926,-0.0146172970228408,0.994966327642339,0.0988601981768631,-0.007,-1.334,-9.201,0.006276,-0.00595,-0.38937,-0.00002462,-0.00000731,0.00002642,-1.751,0.68,168.641
2806,58278,65536278,-0.00760755317510289,-0.0145599052101376,0.994476348504067,0.103667384268039,-0.453,-1.281,-9.436,-0.007386,0.0272,-0.383426,-0.00002441,-0.00000745,0.00002684,-1.75,0.694,168.087
2807,58278,88858278,-0.00784518354870433,-0.0145219452765386,0.993957818079162,0.108514616894611,0.011,-1.232,-9.666,-0.001915,0.027493,-0.389678,-0.00002427,-0.00000717,0.00002603,-1.752,0.713,167.528
2808,58278,113683278,-0.00800186590351506,-0.0145439374851798,0.993415272991867,0.113360219702435,-0.179,-1.276,-9.583,-0.009892,-0.010066,-0.385753,-0.00002426,-0.00000721,0.00002827,-1.76,0.722,166.969
2809,58278,138375278,-0.00824196837476844,-0.014519468038799,0.992845079436166,0.118236640871487,-0.359,-0.855,-9.893,0.000027,0.053183,-0.393836,-0.00002426,-0.00000707,0.00002811,-1.764,0.741,166.406
2810,58278,163775278,-0.0084433388833606,-0.0144625105133033,0.992249441262098,0.123128356332763,0.089,-1.453,-9.579,-0.002178,0.010146,-0.392693,-0.0000242,-0.00000773,0.00002729,-1.764,0.756,165.841
2811,58278,189554278,-0.00859689322336415,-0.0144452484777239,0.99162942602485,0.128017614666693,-0.628,-1.093,-9.683,-0.00008,0.029282,-0.394111,-0.00002434,-0.00000736,0.00002679,-1.768,0.765,165.276
2812,58278,215657278,-0.00883682788016483,-0.0143445530240471,0.990981227244383,0.132937396998638,0.032,-1.152,-9.577,0.014254,0.045652,-0.399836,-0.00002434,-0.00000751,0.00002737,-1.764,0.785,164.707
2813,58278,242921278,-0.00891896570605117,-0.0142550330190233,0.990311865046425,0.137839239814477,-0.146,-1.092,-9.341,0.009429,0.018621,-0.393828,-0.00002434,-0.00000766,0.00002803,-1.759,0.787,164.14
2814,58278,267048278,-0.00913825973312419,-0.0140741194868817,0.989608574239981,0.142805045990785,-0.305,-0.593,-9.621,0.017641,0.047883,-0.405042,-0.00002427,-0.00000759,0.00002712,-1.746,0.806,163.565
2815,58278,290479278,-0.00932733607516856,-0.0138161206241214,0.988878931687515,0.147785567892132,0.15,-1.256,-9.322,0.015363,0.014531,-0.40213,-0.00002427,-0.00000796,0.00002672,-1.724,0.823,162.988
2816,58278,314013278,-0.00953736335642155,-0.0135352451368335,0.988122929023214,0.152770785747401,-0.385,-1.266,-9.3,0.014355,0.039195,-0.4008,-0.00002427,-0.00000832,0.00002771,-1.7,0.843,162.41
2817,58278,338220278,-0.0098532441408323,-0.0132084080802052,0.987334583717446,0.157793762016708,-0.022,-1.462,-9.254,0.024541,0.036397,-0.409934,-0.00002421,-0.00000899,0.00002739,-1.673,0.876,161.827
2818,58278,363167278,-0.0100972834303122,-0.012890007315746,0.986519505967408,0.162822470576237,-0.342,-1.559,-9.242,0.023574,0.01557,-0.407156,-0.00002414,-0.00000899,0.00002731,-1.646,0.901,161.243
2819,58278,388203278,-0.0104093722281239,-0.0125657005201492,0.985667939745379,0.167906106792918,-0.122,-1.424,-9.544,0.027046,0.040403,-0.416829,-0.00002428,-0.00000855,0.00002705,-1.62,0.934,160.652
2820,58278,413199278,-0.0105858742453582,-0.0123415660472577,0.984789920699493,0.172986811932727,0.048,-1.916,-9.34,0.014629,-0.005833,-0.414946,-0.00002428,-0.00000921,0.00002797,-1.603,0.95,160.061
2821,58278,438239278,-0.0107658442136759,-0.0121946855866401,0.983883206836334,0.17807083294931,-0.456,-1.631,-9.782,0.011989,0.024622,-0.414298,-0.00002399,-0.00000877,0.00002822,-1.595,0.965,159.469
2822,58278,463232278,-0.0109199534935437,-0.0120061121662663,0.982942856382673,0.18319374708931,-0.027,-1.653,-9.858,0.01254,0.011777,-0.415752,-0.00002399,-0.00000892,0.00002699,-1.582,0.978,158.872
2823,58278,488244278,-0.0109364104410628,-0.011851639612457,0.981984730151581,0.188270877499118,-0.352,-1.601,-9.976,0.004635,-0.005073,-0.409319,-0.00002406,-0.00000862,0.00002822,-1.57,0.975,158.28
2824,58278,513236278,-0.0109794635307708,-0.0116559364284719,0.980993827822608,0.193377093525831,-0.078,-1.648,-10.124,0.017271,0.017314,-0.417016,-0.00002393,-0.00000966,0.00002824,-1.554,0.976,157.684
2825,58278,538220278,-0.0108993461854832,-0.0116095995680507,0.979980972282858,0.198453307894184,-0.04,-1.817,-9.736,-0.001872,-0.02208,-0.411165,-0.00002407,-0.00000981,0.00002757,-1.552,0.96,157.091
2826,58278,563251278,-0.0108909726293899,-0.0116120428083369,0.978946125500902,0.203497003771001,-0.472,-1.327,-10.098,0.000595,0.02962,-0.413625,-0.00002385,-0.00000936,0.00002791,-1.557,0.951,156.501
2827,58278,588240278,-0.0107829016068854,-0.0116897627616902,0.977885283307628,0.208536450458601,-0.04,-1.859,-9.824,-0.003496,-0.018639,-0.414128,-0.00002386,-0.00001018,0.00002816,-1.568,0.929,155.911
2828,58278,613193278,-0.0106527019205646,-0.0118277858639158,0.976803585674276,0.213544792578106,-0.578,-1.359,-9.934,-0.008755,-0.002207,-0.406985,-0.00002379,-0.00001003,0.00002825,-1.585,0.903,155.324
2829,58278,642880278,-0.010594295799107,-0.0118800524969902,0.975692779726008,0.218564006276709,-0.1,-1.093,-9.864,0.003419,0.009652,-0.413908,-0.00002364,-0.00000973,0.00002768,-1.594,0.887,154.735
2830,58278,663629278,-0.0104012401588301,-0.0119285945509386,0.974559072992273,0.223571322140475,-0.285,-0.956,-9.575,-0.000304,-0.025547,-0.4071,-0.00002365,-0.00001025,0.00002867,-1.599,0.856,154.147
2831,58278,692954278,-0.0103383392233405,-0.01184119699824,0.973392246211041,0.228605423846366,-0.342,-0.58,-9.722,0.012842,0.027984,-0.414785,-0.0000235,-0.00000988,0.00002818,-1.592,0.843,153.555
2832,58278,717936278,-0.0101673261092393,-0.011717737159617,0.972198442777568,0.233643976974625,0.145,-1.17,-9.557,0.011869,-0.00165,-0.415418,-0.00002337,-0.00001099,0.00002779,-1.578,0.819,152.962
2833,58278,738331278,-0.00997198078436636,-0.0116110920893027,0.970978503039102,0.238676535871617,-0.335,-1.237,-9.454,0.006505,-0.001432,-0.414657,-0.00002344,-0.00001025,0.00002736,-1.565,0.792,152.369
2834,58278,766271278,-0.00989047161010103,-0.0114956956851844,0.969723385324557,0.243734657992508,0.115,-1.34,-9.287,0.013184,-0.018098,-0.419335,-0.00002336,-0.00000981,0.00002753,-1.554,0.778,151.772
2835,58278,790865278,-0.00976765226759597,-0.0114010349780098,0.968448448923708,0.248761353806963,-0.222,-1.472,-9.25,0.008296,-0.029286,-0.413811,-0.00002337,-0.0000107,0.00002844,-1.544,0.759,151.178
2836,58278,815530278,-0.00976384766945766,-0.0112132490308542,0.967143279898093,0.253796781840944,-0.216,-1.338,-9.471,0.019101,0.027515,-0.419385,-0.00002322,-0.00001048,0.00002754,-1.527,0.756,150.582
2837,58278,838539278,-0.0096761418893021,-0.0110570130068021,0.965816582678465,0.258809666289335,-0.045,-1.69,-9.3,0.01008,-0.01848,-0.410975,-0.00002329,-0.00001033,0.00002737,-1.511,0.743,149.988
2838,58278,864557278,-0.00963657528789894,-0.0109519434406927,0.964470024260246,0.263789240976642,-0.485,-1.636,-9.553,0.004904,0.01293,-0.4125,-0.00002322,-0.0000104,0.00002828,-1.502,0.734,149.397
2839,58278,888874278,-0.0096495418114581,-0.0109413923715062,0.963096574995586,0.268760412835622,0.151,-1.762,-9.282,-0.000392,-0.005569,-0.412821,-0.00002316,-0.00001107,0.00002772,-1.505,0.728,148.806
2840,58278,913248278,-0.00960340022654252,-0.0110751173999128,0.96170593859284,0.273691074304463,-0.386,-1.589,-9.303,-0.01264,-0.022878,-0.406369,-0.00002295,-0.00001144,0.00002741,-1.522,0.711,148.219
2841,58278,938265278,-0.00969325255653431,-0.0111704194411366,0.96028241174744,0.2786376720275,-0.137,-1.302,-9.565,-0.002767,0.035507,-0.416736,-0.00002309,-0.000011,0.00002723,-1.539,0.71,147.629
2842,58278,963188278,-0.00961690120807641,-0.0113146911211763,0.958836243249609,0.283571069763759,0.018,-1.445,-9.257,-0.014522,-0.021299,-0.408083,-0.00002278,-0.00001169,0.00002925,-1.556,0.689,147.04
2843,58278,988283278,-0.00958738270378714,-0.0114282142756671,0.957364774491876,0.288496389186207,-0.397,-1.107,-9.297,-0.006585,0.021762,-0.41387,-0.00002278,-0.00001169,0.0000295,-1.571,0.674,146.451
2844,58279,14426279,-0.00956605592365055,-0.0116221986082253,0.955856835264973,0.293446972297903,0.042,-1.625,-9.285,-0.010687,0.010269,-0.416767,-0.0000227,-0.00001124,0.00002867,-1.595,0.657,145.858
2845,58279,39903279,-0.00951380927033665,-0.0119461410885994,0.954332356616878,0.298356381296488,-0.44,-1.413,-9.365,-0.028514,-0.010688,-0.408551,-0.00002241,-0.00001102,0.0000296,-1.632,0.632,145.269
2846,58279,63810279,-0.00955449248621233,-0.0122330598563918,0.952769284522184,0.303298127905477,-0.157,-0.836,-9.568,-0.020911,0.023907,-0.415426,-0.00002249,-0.00001192,0.0000296,-1.668,0.618,144.675
2847,58279,92117279,-0.00954267942720185,-0.0125198293928964,0.951194179577978,0.308191213175035,-0.085,-1.316,-9.574,-0.027931,0.008088,-0.405353,-0.00002228,-0.00001222,0.00002895,-1.702,0.598,144.086
2848,58279,113255279,-0.0095891885588002,-0.0127246764909371,0.949602769347102,0.313050651683236,-0.432,-0.82,-9.891,-0.017579,0.022709,-0.40736,-0.00002227,-0.00001154,0.00002944,-1.729,0.587,143.5
2849,58279,138258279,-0.00962974216620006,-0.0127940065720448,0.94798259531935,0.31791914134452,0.057,-1.088,-9.935,-0.003681,0.009821,-0.409634,-0.00002235,-0.00001184,0.00002969,-1.741,0.58,142.912
2850,58279,163774279,-0.00959077684186569,-0.0128447558347821,0.946346437979605,0.322756020192385,-0.456,-0.84,-9.743,-0.006621,-0.01143,-0.407256,-0.00002206,-0.00001215,0.00002946,-1.748,0.565,142.327
2851,58279,188619279,-0.0096615000663904,-0.0127567626164534,0.944681149586365,0.327599520818023,0.055,-0.876,-9.8,0.011666,0.032271,-0.412776,-0.00002199,-0.00001192,0.00002871,-1.744,0.567,141.74
2852,58279,215570279,-0.00959620640500767,-0.0126792515827269,0.943000159868162,0.332412165677725,-0.004,-1.374,-9.51,0.00396,-0.01192,-0.404737,-0.00002199,-0.0000126,0.00002964,-1.736,0.554,141.156
2853,58279,242494279,-0.00966190888784894,-0.0125555504985776,0.941291778850254,0.337222171182805,-0.439,-1.254,-9.809,0.006668,0.050408,-0.408463,-0.00002177,-0.00001207,0.00002948,-1.728,0.557,140.571
2854,58279,265808279,-0.00968272844851603,-0.0124381567930451,0.939555956094014,0.342032370388603,-0.058,-1.812,-9.547,0.010891,0.014599,-0.410083,-0.00002171,-0.00001297,0.00002882,-1.719,0.555,139.985
2855,58279,290425279,-0.00970159706012589,-0.0122933855445046,0.937798901703814,0.346825563719655,-0.414,-1.644,-9.426,0.011237,0.000466,-0.405296,-0.00002163,-0.0000123,0.00002832,-1.707,0.554,139.4
2856,58279,313806279,-0.00976221700440416,-0.0121139091184966,0.936014562800552,0.35161725007502,-0.183,-1.35,-9.656,0.019875,0.02083,-0.413511,-0.00002148,-0.0000117,0.0000284,-1.693,0.559,138.814
2857,58279,339228279,-0.00968149187543172,-0.0119594614048335,0.934205938359881,0.356402167124593,-0.248,-1.381,-9.607,0.011347,-0.01974,-0.406466,-0.00002149,-0.00001298,0.00002934,-1.676,0.548,138.228
2858,58279,363359279,-0.00963097812120857,-0.0117657319997736,0.932363723780134,0.361201741952859,-0.467,-0.767,-9.914,0.017526,0.018404,-0.414019,-0.00002134,-0.00001223,0.00002825,-1.656,0.542,137.639
2859,58279,388238279,-0.00951743901714627,-0.0115593644573615,0.930490795926988,0.366009123032551,0.006,-1.151,-9.523,0.022135,0.001309,-0.414347,-0.00002106,-0.00001261,0.00002835,-1.632,0.53,137.048
2860,58279,415208279,-0.00935642208809935,-0.0114291642804045,0.928598848046029,0.370791061080426,-0.277,-1.082,-9.551,0.009604,-0.001904,-0.406491,-0.00002127,-0.00001245,0.00002926,-1.614,0.51,136.459
2861,58279,438176279,-0.00930763093135665,-0.0112549478322775,0.926679165402324,0.375569459041853,-0.254,-1.099,-9.793,0.018062,0.017765,-0.415494,-0.00002113,-0.0000129,0.0000286,-1.596,0.504,135.869
2862,58279,463196279,-0.00916726479764999,-0.0111847491258149,0.92474399453849,0.38031487902542,-0.067,-1.656,-9.561,0.008418,-0.01636,-0.410237,-0.00002092,-0.00001358,0.00002862,-1.585,0.484,135.282
2863,58279,488253279,-0.00915009156031763,-0.01107431958034,0.9228013982192,0.385008070973791,-0.337,-1.273,-9.74,0.011364,0.022486,-0.403938,-0.00002091,-0.00001276,0.00002836,-1.575,0.479,134.7
2864,58279,513226279,-0.00907713190792686,-0.0109023955425744,0.920842598124595,0.389676343812278,-0.057,-1.301,-9.538,0.023562,0.005269,-0.409214,-0.00002071,-0.00001381,0.00002897,-1.556,0.471,134.12
2865,58279,538314279,-0.00898862398744257,-0.0106996577184217,0.918870859041014,0.394310875285923,-0.109,-1.292,-9.354,0.022712,0.004742,-0.401189,-0.00002049,-0.00001396,0.00002898,-1.533,0.463,133.543
2866,58279,563942279,-0.00891968424976182,-0.0104603142704862,0.916883057235865,0.398919140192672,-0.399,-0.935,-9.428,0.018053,0.00061,-0.401405,-0.00002041,-0.00001336,0.00002806,-1.507,0.459,132.968
2867,58279,588189279,-0.00885124137043518,-0.0102493326625297,0.914868299360834,0.403525217961393,-0.072,-1.496,-9.203,0.013899,-0.005797,-0.403188,-0.00002027,-0.00001329,0.0000289,-1.484,0.454,132.392
2868,58279,613151279,-0.0088232013567455,-0.010135283511636,0.912847121428117,0.408080335285049,-0.22,-1.364,-9.435,0.0046,0.006681,-0.394533,-0.0000202,-0.00001411,0.00002942,-1.473,0.449,131.821
2869,58279,638149279,-0.00881475102065654,-0.0100027860307759,0.910792586750127,0.412648892349268,-0.327,-0.849,-9.717,0.013811,0.019843,-0.404523,-0.0000202,-0.00001389,0.00002883,-1.461,0.447,131.247
2870,58279,663158279,-0.00874111054520576,-0.00991926403319231,0.908714866034373,0.417207973839917,-0.059,-1.384,-9.33,0.006031,-0.015264,-0.400508,-0.00002005,-0.00001336,0.00002892,-1.451,0.436,130.673
2871,58279,688181279,-0.00870920053055013,-0.00984604568708357,0.90662884752796,0.421724244074928,-0.351,-1.052,-9.459,0.00899,0.027796,-0.397394,-0.00001992,-0.00001426,0.00002902,-1.444,0.429,130.103
2872,58279,713186279,-0.00860718937919901,-0.00974827691423112,0.904517065267074,0.426239094908988,-0.27,-1.147,-9.572,0.014891,0.009215,-0.402218,-0.00001977,-0.00001419,0.00002886,-1.431,0.416,129.532
2873,58279,738258279,-0.00848063132357258,-0.0096631972891698,0.902390248804729,0.430727919193363,-0.014,-1.517,-9.347,0.006663,-0.016424,-0.394287,-0.00001948,-0.00001389,0.0000282,-1.418,0.4,128.963
2874,58279,763223279,-0.00844297817843835,-0.00956556692441481,0.900260078005778,0.435165494953269,-0.42,-1.094,-9.528,0.004718,0.012095,-0.390859,-0.00001941,-0.00001427,0.00002921,-1.408,0.394,128.399
2875,58279,788189279,-0.00843575491666296,-0.00945334252451594,0.898115832648835,0.439576413720744,-0.066,-1.114,-9.632,0.011603,0.027642,-0.393342,-0.00001948,-0.00001397,0.00002912,-1.398,0.392,127.837
2876,58279,813245279,-0.00838389747545884,-0.0094314657471825,0.89597245515012,0.443930306837962,-0.16,-1.116,-9.361,-0.002062,-0.006059,-0.382848,-0.00001905,-0.00001504,0.00002952,-1.395,0.381,127.281
